STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000003937,CID000038904,C0497156,Adenopathy
CID000003937,CID000016231,C0008325,cholecystitis
CID000003937,CID000003962,C0008325,cholecystitis
CID000003937,CID000003961,C0497156,Adenopathy
CID000003937,CID000003964,C0013362,dysarthria
CID000003937,CID004659568,C0043096,loss of weight
CID000003937,CID000024011,C0017152,gastric inflammation
CID000003937,CID000004607,C0522055,abnormal ECG
CID000003937,CID000004609,C0015967,body temperature increased
CID000003937,CID000004595,C0017152,gastric inflammation
CID000003937,CID000004599,C1510431,Superficial thrombophlebitis
CID000003937,CID000005719,C0004604,Back Ache
CID000003937,CID000060198,C0006112,metabolic encephalopathy
CID000003937,CID000004943,C0017152,gastric inflammation
CID000003937,CID000072938,C0231528,aching muscles
CID000003937,CID000005978,C0017152,gastric inflammation
CID000003937,CID000005002,C0017152,gastric inflammation
CID000003937,CID000060835,C0016665,fracture nonunion
CID000003937,CID000060831,C0041834,erythema
CID000003937,CID000508230,C0004604,Back Ache
CID000003937,CID000005210,C0017152,gastric inflammation
CID000003937,CID000004614,C0038454,apoplexy
CID000003937,CID000153941,C0040034,thrombocytopenia
CID000003937,CID000004497,C0026650,movement disorder
CID000003937,CID000004138,C0038454,apoplexy
CID000003937,CID000115237,C0041834,erythema
CID000003937,CID003002190,C0267596,haemorrhage rectum
CID000003937,CID005311082,C0006112,metabolic encephalopathy
CID000003937,CID000005291,C0497156,Adenopathy
CID000003937,CID000004513,C0017152,gastric inflammation
CID000003937,CID000004585,C0702166,Acne
CID000003937,CID000004583,C0008325,cholecystitis
CID000003937,CID000004201,C0026986,myelodysplasia
CID000003937,CID000004205,C0008325,cholecystitis
CID000003937,CID000005234,C0008325,cholecystitis
CID000003937,CID000005379,C0085602,excessive thirst
CID000003937,CID000156419,C0085605,Hepatic failure
CID000003937,CID000004911,C0027441,nasopharyngitis
CID000003937,CID000005408,C0008325,cholecystitis
CID000003937,CID000004189,C0242429,pain in throat
CID000003937,CID000019090,C0008325,cholecystitis
CID000003937,CID000004894,C0013595,eczema
CID000003937,CID000004893,C0038999,bulging
CID000003937,CID000004829,C0497156,Adenopathy
CID000003937,CID000005394,C0041834,erythema
CID000003937,CID000213039,C0004144,atelectasis
CID000003937,CID000444013,C0041834,erythema
CID000003937,CID000104865,C0008325,cholecystitis
CID000003937,CID000054688,C0008325,cholecystitis
CID000003937,CID000004812,C0042384,angiitis
CID000003937,CID000004819,C0522055,abnormal ECG
CID000003937,CID000060865,C0151636,Extrasystoles Ventricular
CID000003937,CID000005454,C0006112,metabolic encephalopathy
CID000003937,CID000004603,C0030193,Pain
CID000003937,CID000005152,C0497156,Adenopathy
CID000003937,CID000005155,C0014724,belching
CID000003937,CID000004542,C0043094,weight gain
CID000003937,CID000216239,C0016663,Bone Fracture Spontaneous
CID000003937,CID003468412,C0008325,cholecystitis
CID000003937,CID000119607,C0008320,cholecystectomies
CID000003937,CID000004236,C0017152,gastric inflammation
CID000003937,CID000060147,C0041834,erythema
CID000003937,CID000041317,C0699885,bladder cancer
CID000003937,CID000004730,C0011168,deglutition disorder
CID000003937,CID000004748,C0043096,loss of weight
CID000003937,CID005362070,C0004144,atelectasis
CID000003937,CID000060854,C0085631,agitated
CID000003937,CID000060852,C0004601,back injury
CID000003937,CID000004539,C0017152,gastric inflammation
CID000003937,CID000004674,C0017152,gastric inflammation
CID000003937,CID000005184,C0038454,apoplexy
CID000003937,CID005311039,C0008325,cholecystitis
CID000003937,CID000005372,C0497156,Adenopathy
CID000003937,CID000004845,C0017152,gastric inflammation
CID000003937,CID000057469,C0030193,Pain
CID000003937,CID000056339,C0032290,aspiration pneumonia
CID000003937,CID000005735,C0011854,insulin dependent diabetes mellitus
CID000003937,CID000068844,C0009806,constipated
CID000003937,CID000012536,C0043096,loss of weight
CID000003937,CID000124087,C0017152,gastric inflammation
CID000003937,CID000004178,C0039231,heart rate increased
CID000003937,CID005311027,C0043096,loss of weight
CID000003937,CID000004053,C0041834,erythema
CID000003937,CID000004052,C0010054,arteriosclerotic heart disease
CID000003937,CID000060184,C0017152,gastric inflammation
CID000003937,CID000004932,C0038454,apoplexy
CID000003937,CID000005578,C0015544,failure to thrive
CID000003937,CID000091270,C0038454,apoplexy
CID000003937,CID000004740,C0017152,gastric inflammation
CID000003937,CID000005038,C0008325,cholecystitis
CID000003937,CID000005039,C0008325,cholecystitis
CID000003937,CID000004506,C0020538,High blood pressure
CID000003937,CID000004991,C0004604,Back Ache
CID000003937,CID000005203,C0017152,gastric inflammation
CID000003937,CID000054547,C0038454,apoplexy
CID000003937,CID000054841,C0043096,loss of weight
CID000003937,CID000004873,C0025637,methaemoglobinaemia
CID000003937,CID006447131,C0011168,deglutition disorder
CID000003937,CID000057537,C0043096,loss of weight
CID000003937,CID000004691,C0702166,Acne
CID000003937,CID005329102,C0151611,abnormal EEG
CID000003937,CID000004259,C0017152,gastric inflammation
CID000003937,CID000004253,C0025637,methaemoglobinaemia
CID000003937,CID000072054,C0030193,Pain
CID000003937,CID000004499,C0522055,abnormal ECG
CID000003937,CID000125017,C0013362,dysarthria
CID000003937,CID000004211,C0851578,sleep disorder
CID000003937,CID000005656,C0702166,Acne
CID000003937,CID000005651,C0025637,methaemoglobinaemia
CID000003937,CID000065999,C0008325,cholecystitis
CID000003937,CID000005512,C0497156,Adenopathy
CID000003937,CID000005514,C0008325,cholecystitis
CID000003937,CID000004885,C0012569,Diplopia
CID000003937,CID000004889,C0008325,cholecystitis
CID000003937,CID005353980,C0017152,gastric inflammation
CID000003937,CID005493444,C0011854,insulin dependent diabetes mellitus
CID000003937,CID000004900,C0017152,gastric inflammation
CID000003937,CID000028112,C0008325,cholecystitis
CID000003937,CID000005505,C0015230,eruption
CID000003937,CID000197712,C0043094,weight gain
CID000003937,CID000041774,C0018099,gout
CID000003937,CID000005496,C0522055,abnormal ECG
CID000003937,CID000074989,C0015230,eruption
CID000003937,CID004475485,C0042384,angiitis
CID000003937,CID000071158,C0017152,gastric inflammation
CID000003937,CID000004913,C0004610,Bacteraemia
CID000003937,CID000004828,C0038454,apoplexy
CID000003937,CID000004075,C0041834,erythema
CID000003937,CID000005040,C0013221,drug toxicity NOS
CID000003937,CID000060877,C0497156,Adenopathy
CID000003937,CID000008953,C0025637,methaemoglobinaemia
CID000003937,CID003081884,C0042384,angiitis
CID000003937,CID004479097,C0009676,confusion
CID000003937,CID000005358,C0231807,Dyspnea exertional
CID000003937,CID000004170,C0008325,cholecystitis
CID000003937,CID000004171,C0341858,adenomyosis
CID000003937,CID000004173,C0008325,cholecystitis
CID000003937,CID000004168,C0025637,methaemoglobinaemia
CID000003937,CID006398970,C0017152,gastric inflammation
CID000003937,CID000003957,C0497156,Adenopathy
CID000003937,CID000034312,C0004601,back injury
CID000003937,CID000443871,C0008325,cholecystitis
CID000003937,CID000005095,C0008325,cholecystitis
CID000004158,CID000005523,C0231807,Dyspnea exertional
CID000004158,CID000004723,C0004604,Back Ache
CID000004158,CID000004889,C0043096,loss of weight
CID000004158,CID000004885,C0038454,apoplexy
CID000004158,CID000004900,C0497156,Adenopathy
CID000004158,CID000004205,C0497156,Adenopathy
CID000004158,CID004475485,C0038454,apoplexy
CID000004158,CID000005203,C0017152,gastric inflammation
CID000004158,CID000038904,C0038454,apoplexy
CID000004158,CID000093860,C0041834,erythema
CID000004158,CID000004674,C0017152,gastric inflammation
CID000004158,CID000005002,C0008325,cholecystitis
CID000004158,CID003081884,C0497156,Adenopathy
CID000004158,CID000019090,C0017152,gastric inflammation
CID000004158,CID000004819,C0041834,erythema
CID000004158,CID006398970,C0011168,deglutition disorder
CID000004158,CID000060198,C0017152,gastric inflammation
CID000004158,CID000005514,C0004604,Back Ache
CID000004158,CID000054688,C0038454,apoplexy
CID000004158,CID000004943,C1260880,rhinorrhea
CID000004158,CID000047725,C0017152,gastric inflammation
CID000004158,CID000005426,C0011615,allergic dermatitis
CID000004158,CID000004634,C0085631,agitated
CID000004158,CID000034312,C0008325,cholecystitis
CID000004158,CID000004856,C0017152,gastric inflammation
CID000004158,CID000005358,C0017152,gastric inflammation
CID000004158,CID000005735,C0043094,weight gain
CID000004158,CID000005152,C0043096,loss of weight
CID000004158,CID000125889,C0041834,erythema
CID000004158,CID000060852,C0013362,dysarthria
CID000004158,CID000004253,C0004601,back injury
CID000004158,CID000004666,C0038454,apoplexy
CID000004158,CID000004595,C0017152,gastric inflammation
CID000004158,CID000124087,C0043096,loss of weight
CID000004158,CID000004168,C0017152,gastric inflammation
CID000004158,CID000005647,C0038454,apoplexy
CID000004158,CID000004812,C0011168,deglutition disorder
CID000004158,CID000125017,C0043096,loss of weight
CID000004158,CID000054841,C0011854,insulin dependent diabetes mellitus
CID000004158,CID000005533,C0004604,Back Ache
CID000004158,CID000077999,C0013362,dysarthria
CID000004158,CID000004894,C0041834,erythema
CID000004158,CID000060147,C0007642,cellulitis
CID000004158,CID000004609,C0032285,neumonia
CID000004158,CID000005651,C0038454,apoplexy
CID000004158,CID000176870,C0004610,Bacteraemia
CID000004158,CID000119607,C0017152,gastric inflammation
CID000004158,CID000005731,C0040034,thrombocytopenia
CID000004158,CID000005401,C0002962,angina
CID000004158,CID000115237,C0043096,loss of weight
CID000004158,CID000005038,C0013362,dysarthria
CID000004158,CID000005039,C0008325,cholecystitis
CID000004158,CID005481350,C0043096,loss of weight
CID000004158,CID006447131,C0009676,confusion
CID000004158,CID000005155,C0085631,agitated
CID000004158,CID000068740,C0017152,gastric inflammation
CID000004158,CID000005245,C0013362,dysarthria
CID000004158,CID000071158,C0017152,gastric inflammation
CID000004158,CID000123620,C0027441,nasopharyngitis
CID000004158,CID000074989,C0026764,Multiple Myeloma
CID000004158,CID000028112,C0041834,erythema
CID000004158,CID000110635,C0011168,deglutition disorder
CID000004158,CID000060835,C0017152,gastric inflammation
CID000004158,CID000060831,C0522055,abnormal ECG
CID000004158,CID000154059,C0085649,edema extremities
CID000004158,CID000005408,C0426636,defaecation urgency
CID000004158,CID000004873,C0017152,gastric inflammation
CID000004158,CID005329102,C0038454,apoplexy
CID000004158,CID000216239,C0038454,apoplexy
CID000004158,CID000005512,C0013221,drug toxicity NOS
CID000004158,CID000004585,C0008325,cholecystitis
CID000004158,CID000004583,C0013221,drug toxicity NOS
CID000004158,CID000005394,C0042384,angiitis
CID000004158,CID000005732,C0017152,gastric inflammation
CID000004158,CID000004829,C0151611,abnormal EEG
CID000004158,CID000065999,C0015230,eruption
CID000004158,CID000005095,C0040034,thrombocytopenia
CID000004158,CID000005656,C0702166,Acne
CID000004158,CID000005195,C0039231,heart rate increased
CID000004158,CID000104741,C0017152,gastric inflammation
CID000004158,CID000005978,C0038999,bulging
CID000004158,CID003468412,C0030193,Pain
CID000004158,CID000060854,C0008325,cholecystitis
CID000004158,CID000005291,C0085631,agitated
CID000004158,CID000004599,C0007642,cellulitis
CID000004158,CID000051263,C0428977,bradycardia
CID000004158,CID000008953,C0043096,loss of weight
CID000004158,CID000004845,C0043094,weight gain
CID000004158,CID000005212,C0004604,Back Ache
CID000004158,CID000059708,C0151611,abnormal EEG
CID000004158,CID000004691,C0017152,gastric inflammation
CID000004158,CID000027661,C0017152,gastric inflammation
CID000004158,CID000004927,C0004604,Back Ache
CID000004158,CID000087177,C0041834,erythema
CID000004158,CID000005719,C0043096,loss of weight
CID000004158,CID000005234,C0007642,cellulitis
CID000004158,CID005311297,C0699744,ear infection
CID000004158,CID000005372,C0043096,loss of weight
CID000004158,CID000005379,C0497156,Adenopathy
CID000004158,CID000004409,C0041834,erythema
CID000004158,CID000004171,C0311394,difficulty in walking
CID000004158,CID000004173,C0038525,subarachnoid haemorrhage
CID000004158,CID000004236,C0004601,back injury
CID000004158,CID000004485,C0038454,apoplexy
CID000004158,CID000005078,C0038454,apoplexy
CID000005523,CID000019090,C0522055,abnormal ECG
CID000005523,CID000032797,C0038454,apoplexy
CID000005523,CID000054688,C0008325,cholecystitis
CID000005523,CID005311181,C0017672,glossodynia
CID000005523,CID000005717,C0013362,dysarthria
CID000005523,CID000077999,C0231807,Dyspnea exertional
CID000005523,CID000038904,C0017152,gastric inflammation
CID000005523,CID000213039,C0003874,Arthritis bacterial
CID000005523,CID000024486,C0522055,abnormal ECG
CID000005523,CID000027661,C0497156,Adenopathy
CID000005523,CID000005732,C0008325,cholecystitis
CID000005523,CID000124087,C0341858,adenomyosis
CID000005523,CID000041781,C0038454,apoplexy
CID000005523,CID000005651,C0004144,atelectasis
CID000005523,CID005353980,C0017152,gastric inflammation
CID000005523,CID005311297,C0008325,cholecystitis
CID000005523,CID000059708,C0750426,increased white blood cell count
CID000005523,CID000443871,C0341858,adenomyosis
CID000005523,CID000087177,C0008325,cholecystitis
CID000005523,CID000005578,C0013362,dysarthria
CID000005523,CID006398970,C0015230,eruption
CID000005523,CID000027686,C0012833,dizziness
CID000005523,CID000104865,C0036421,Scleroderma
CID000005523,CID000074989,C0007642,cellulitis
CID000005523,CID000065999,C0008325,cholecystitis
CID000005523,CID000060147,C0004601,back injury
CID000005523,CID000123620,C0017152,gastric inflammation
CID000005523,CID000072054,C0006444,bursitis
CID000005523,CID000093860,C0553730,chondrocalcinosis pyrophosphate
CID000005523,CID000060865,C0497156,Adenopathy
CID000005523,CID004475485,C0522055,abnormal ECG
CID000005523,CID000119607,C0017152,gastric inflammation
CID000005523,CID000005731,C0038999,bulging
CID000005523,CID000091270,C0008325,cholecystitis
CID000005523,CID003085017,C0042963,emesis
CID000005523,CID000054841,C0043094,weight gain
CID000005523,CID000005533,C0017152,gastric inflammation
CID000005523,CID000068740,C0017152,gastric inflammation
CID000005523,CID000160051,C0019209,enlarged liver
CID000005523,CID000060852,C0011615,allergic dermatitis
CID000005523,CID000077993,C0043096,loss of weight
CID000005523,CID000060831,C0042384,angiitis
CID000005523,CID000060835,C0004604,Back Ache
CID000005523,CID000054808,C0018099,gout
CID000005523,CID003468412,C0497156,Adenopathy
CID000005523,CID000005656,C0341858,adenomyosis
CID000005523,CID000016231,C0019209,enlarged liver
CID000005523,CID000110635,C0042384,angiitis
CID000005523,CID000125889,C0017152,gastric inflammation
CID000005523,CID005311027,C0004601,back injury
CID000005523,CID000012536,C0012833,dizziness
CID000005523,CID000154059,C0006444,bursitis
CID000005523,CID000216239,C0041834,erythema
CID000005523,CID000005719,C0041834,erythema
CID000005523,CID000005978,C0043096,loss of weight
CID000005523,CID000005647,C0497156,Adenopathy
CID000005523,CID000060198,C0032285,neumonia
CID000005523,CID000005735,C0149931,migraine
CID000005523,CID000060854,C0041834,erythema
CID000005523,CID000028112,C0017152,gastric inflammation
CID000005523,CID000054374,C0043096,loss of weight
CID000005523,CID003081884,C0012569,Diplopia
CID000005523,CID005329102,C0040034,thrombocytopenia
CID000005523,CID000034312,C0008325,cholecystitis
CID000005523,CID000123606,C0043096,loss of weight
CID000004112,CID000005040,C0036421,Scleroderma
CID000004112,CID000005735,C0008325,cholecystitis
CID000004112,CID000005732,C0017152,gastric inflammation
CID000004112,CID000005731,C0008320,cholecystectomies
CID000004112,CID000004999,C1145670,respiratory failure
CID000004112,CID000004885,C0041834,erythema
CID000004112,CID000004691,C0004601,back injury
CID000004112,CID000005002,C0041834,erythema
CID000004112,CID000197712,C0035078,kidney failure
CID000004112,CID000125017,C0043094,weight gain
CID000004112,CID000068740,C0231807,Dyspnea exertional
