STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000002662,CID000004440,C0005586,bipolar disorder
CID000002662,CID000004601,C0004604,Back Ache
CID000002662,CID000003954,C0497156,Adenopathy
CID000002662,CID000004195,C0011615,allergic dermatitis
CID000002662,CID000057537,C0038999,bulging
CID000002662,CID000003661,C0043096,loss of weight
CID000002662,CID000005719,C0041834,erythema
CID000002662,CID000003042,C0043096,loss of weight
CID000002662,CID000074989,C0009319,colitis
CID000002662,CID000002732,C0038454,apoplexy
CID000002662,CID000009052,C0553730,chondrocalcinosis pyrophosphate
CID000002662,CID000003749,C0017152,gastric inflammation
CID000002662,CID000004909,C0043096,loss of weight
CID000002662,CID000004900,C0017152,gastric inflammation
CID000002662,CID003468412,C0497156,Adenopathy
CID000002662,CID000005978,C0017152,gastric inflammation
CID000002662,CID000004201,C0012833,dizziness
CID000002662,CID000005152,C0008325,cholecystitis
CID000002662,CID000003869,C0004604,Back Ache
CID000002662,CID000002907,C0017152,gastric inflammation
CID000002662,CID000002676,C0263912,rotator cuff syndrome
CID000002662,CID000005584,C0031154,peritonitis
CID000002662,CID004479097,C0013221,drug toxicity NOS
CID000002662,CID000004536,C0043096,loss of weight
CID000002662,CID000003310,C0017152,gastric inflammation
CID000005195,CID000062924,C0043096,loss of weight
CID000005195,CID000005732,C0043096,loss of weight
CID000005195,CID000005650,C0032227,Pleural Effusion
CID000005195,CID000060854,C0086769,panic attack
CID000005195,CID000057537,C0027769,nervous tension
CID000002978,CID000004205,C0162429,malnourished
CID000002978,CID000003339,C0043094,weight gain
CID000002978,CID000038904,C0015544,failure to thrive
CID000002978,CID000003750,C0004144,atelectasis
CID000002978,CID000003516,C1260880,rhinorrhea
CID000002978,CID000019090,C0013604,edema
CID000002978,CID000003658,C0043096,loss of weight
CID000002978,CID000004911,C0013298,duodenitis
CID000002978,CID000004900,C0043096,loss of weight
CID000002978,CID000003062,C0043096,loss of weight
CID000002978,CID000003661,C0040034,thrombocytopenia
CID000002978,CID000005152,C0043096,loss of weight
CID000002978,CID000004510,C0004144,atelectasis
CID000002978,CID000003883,C0041755,ADVERSE DRUG EFFECT
CID000002978,CID000003148,C0043096,loss of weight
CID000002978,CID000004666,C0004604,Back Ache
CID000002978,CID005311048,C0038454,apoplexy
CID000002978,CID000003405,C0037052,sick sinus syndrome
CID000002978,CID000003954,C0043096,loss of weight
CID000002978,CID000065027,C0039231,heart rate increased
CID000002978,CID000004927,C0013362,dysarthria
CID000002978,CID000005650,C0043096,loss of weight
CID000002978,CID000074989,C0010692,Bladder inflammation
CID000002978,CID000004889,C0032290,aspiration pneumonia
CID000002978,CID000003325,C0041834,erythema
CID000002978,CID000004679,C0025637,methaemoglobinaemia
CID000002978,CID000004585,C0010054,arteriosclerotic heart disease
CID000002978,CID000004158,C0012569,Diplopia
CID000002978,CID000003937,C0025637,methaemoglobinaemia
CID000002978,CID000152945,C0040034,thrombocytopenia
CID000002978,CID000003310,C0011615,allergic dermatitis
CID000002978,CID000004451,C0038999,bulging
CID000002978,CID000062924,C0020443,elevated cholesterol
CID000002978,CID000005544,C0043096,loss of weight
CID000002978,CID000005732,C0497156,Adenopathy
CID000002978,CID000005978,C0043096,loss of weight
CID000002978,CID000003961,C0043096,loss of weight
CID000002978,CID000003075,C1260880,rhinorrhea
CID000002978,CID000003676,C0034065,Embolism pulmonary
CID000002978,CID000003345,C0004604,Back Ache
CID000002978,CID000004691,C0030193,Pain
CID000002978,CID000003440,C0025637,methaemoglobinaemia
CID000002978,CID000004173,C0004144,atelectasis
CID000002978,CID000004236,C0038454,apoplexy
CID000002978,CID000005073,C0043096,loss of weight
CID000002978,CID000003043,C0002622,Amnesia
CID000002978,CID003468412,C0043096,loss of weight
CID000003043,CID000004044,C0017152,gastric inflammation
CID000003043,CID000005645,C0032285,neumonia
CID000003043,CID000005978,C0013221,drug toxicity NOS
CID000003043,CID000003325,C0231807,Dyspnea exertional
CID000003043,CID000004679,C0015230,eruption
CID000003043,CID000003345,C0043096,loss of weight
CID000003043,CID000004158,C0043096,loss of weight
CID000003043,CID000110635,C0011168,deglutition disorder
CID000003043,CID000003405,C0497156,Adenopathy
CID000003043,CID000008953,C0022661,Chronic Kidney Disease
CID000003043,CID000004585,C0038454,apoplexy
CID000003043,CID000003937,C0011854,insulin dependent diabetes mellitus
CID000003043,CID000003676,C0497156,Adenopathy
CID000003043,CID000004900,C0042384,angiitis
CID000003043,CID000003961,C0027059,myocarditis
CID000003043,CID000074989,C0043096,loss of weight
CID000003043,CID000003440,C0232492,abdominal pain upper
CID000003043,CID000004451,C0008320,cholecystectomies
CID000003043,CID000004173,C0008320,cholecystectomies
CID000003043,CID000062924,C0013362,dysarthria
CID000003043,CID000003414,C0027947,Neutropenia
CID000003043,CID000003339,C0011854,insulin dependent diabetes mellitus
CID000003043,CID000003410,C0036974,cardiovascular collapse
CID000003043,CID000004691,C0008325,cholecystitis
CID000003043,CID000003658,C0008325,cholecystitis
CID000003043,CID000004927,C0522055,abnormal ECG
CID000003043,CID000131536,C0232492,abdominal pain upper
CID000003043,CID000004889,C0008325,cholecystitis
CID000003043,CID000065027,C0008325,cholecystitis
CID000003043,CID000005650,C0085605,Hepatic failure
CID000003043,CID006398525,C0020538,High blood pressure
CID000003043,CID000004543,C0522055,abnormal ECG
CID000003043,CID000038904,C0011168,deglutition disorder
CID000003043,CID000003198,C0043096,loss of weight
CID000003043,CID000004666,C0015967,body temperature increased
CID000003043,CID000003706,C0008320,cholecystectomies
CID000003043,CID000005073,C0038454,apoplexy
CID000003043,CID000003261,C0032285,neumonia
CID000003043,CID000003062,C0004610,Bacteraemia
CID000003043,CID000060787,C0017152,gastric inflammation
CID000003043,CID000005544,C0040034,thrombocytopenia
CID000003043,CID000003883,C0497156,Adenopathy
CID000003043,CID000170361,C0851578,sleep disorder
CID000003043,CID000004205,C0013362,dysarthria
CID000003043,CID000071616,C0041834,erythema
CID000003043,CID000005732,C0008325,cholecystitis
CID000003043,CID000019090,C0043096,loss of weight
CID000003043,CID000004894,C0497156,Adenopathy
CID000003043,CID000003954,C0017152,gastric inflammation
CID000003750,CID000004666,C0232492,abdominal pain upper
CID000003750,CID000004679,C0231807,Dyspnea exertional
CID000003750,CID000004691,C0038454,apoplexy
CID000003750,CID000062924,C0038454,apoplexy
CID000003750,CID000004585,C0017672,glossodynia
CID000003750,CID000003937,C0013221,drug toxicity NOS
CID000003750,CID000004889,C0011854,insulin dependent diabetes mellitus
CID000003750,CID000003954,C0151636,Extrasystoles Ventricular
CID000003750,CID006398525,C0750426,increased white blood cell count
CID000003750,CID003468412,C0040034,thrombocytopenia
CID000003750,CID000003883,C0702166,Acne
CID000003750,CID000005394,C0041834,erythema
CID000003750,CID000005645,C0040034,thrombocytopenia
CID000003750,CID000004510,C0011168,deglutition disorder
CID000003750,CID000003961,C0011854,insulin dependent diabetes mellitus
CID000003750,CID000005152,C0038454,apoplexy
CID000003750,CID000004205,C0007642,cellulitis
CID000003750,CID000005732,C0038454,apoplexy
CID000003750,CID000038904,C0017152,gastric inflammation
CID000003750,CID000005650,C0043094,weight gain
CID000003750,CID000005978,C0151611,abnormal EEG
CID000003750,CID000004900,C0038454,apoplexy
CID000003750,CID000005515,C0027947,Neutropenia
CID000003750,CID000019090,C0020461,Excess potassium
CID000003750,CID000005544,C0149745,mouth ulcer
CID000003750,CID000004927,C0750426,increased white blood cell count
CID000003750,CID000004894,C0235527,right heart failure
CID000003750,CID000004236,C0019112,haemorrhoids
CID000003750,CID005311048,C0017152,gastric inflammation
CID000003750,CID000005512,C0235896,lung infiltration
CID000003750,CID000004173,C0043096,loss of weight
CID005311048,CID006398525,C0008325,cholecystitis
CID000038904,CID000062924,C0318712,gastroenteritis viral
CID000038904,CID000060184,C0015230,eruption
CID000038904,CID006398525,C0030578,paronychia
CID000038904,CID000163742,C0040034,thrombocytopenia
CID000038904,CID000152945,C0043096,loss of weight
CID000038904,CID003468412,C0043096,loss of weight
CID000038904,CID000060787,C0011168,deglutition disorder
CID000038904,CID000170361,C0003811,Arrhythmia
CID000002578,CID000003075,C0235329,Small intestinal obstruction
CID000002578,CID000004894,C0497156,Adenopathy
CID000002578,CID000004205,C0008350,cholelithiasis
CID000002578,CID000005376,C0040034,thrombocytopenia
CID000002578,CID000003325,C0015230,eruption
CID000002578,CID000004691,C0011168,deglutition disorder
CID000002578,CID000002656,C0043096,loss of weight
CID000002578,CID000003883,C0009676,confusion
CID000002578,CID000003310,C0017152,gastric inflammation
CID000002578,CID000071616,C0015230,eruption
CID000002578,CID000147912,C0013221,drug toxicity NOS
CID000002578,CID000005978,C0042384,angiitis
CID000002578,CID000004900,C0026986,myelodysplasia
CID000002578,CID000003345,C0004610,Bacteraemia
CID000002578,CID000003954,C0004610,Bacteraemia
CID000002578,CID000002771,C0318712,gastroenteritis viral
CID000002578,CID000003405,C0004144,atelectasis
CID000002578,CID000004173,C0004610,Bacteraemia
CID000002578,CID000004666,C0040034,thrombocytopenia
CID000002578,CID000060184,C0042384,angiitis
CID000002578,CID000005073,C0750426,increased white blood cell count
CID000002578,CID000003937,C0041834,erythema
CID000002578,CID000005732,C0032290,aspiration pneumonia
CID000002578,CID000003440,C0522055,abnormal ECG
CID000002578,CID000002907,C0042384,angiitis
CID000002578,CID000005394,C0002064,respiratory alkalosis
CID000002578,CID000004679,C0037195,Sinus headache
CID000005077,CID000005095,C0011168,deglutition disorder
CID000005077,CID000122316,C0043096,loss of weight
CID000005077,CID000005478,C0020443,elevated cholesterol
CID000005077,CID000005732,C0038454,apoplexy
CID000005077,CID000057537,C0020456,hyperglycaemia
CID000005077,CID000005650,C0043096,loss of weight
CID000005077,CID000005512,C0522055,abnormal ECG
CID000005077,CID000060852,C0038454,apoplexy
CID000005077,CID000060854,C0043096,loss of weight
CID000005077,CID000062924,C0085631,agitated
CID000005077,CID000152945,C0151786,muscle weakness
CID000005077,CID000005245,C0038454,apoplexy
CID000005077,CID000019090,C0038454,apoplexy
CID000008953,CID000051263,C0027051,heart attack
CID000008953,CID000071616,C0001339,acute pancreatitis
CID000008953,CID000060754,C0011615,allergic dermatitis
CID000008953,CID000062924,C0004144,atelectasis
CID000008953,CID000039765,C0027441,nasopharyngitis
CID000008953,CID000667490,C0015256,Excoriation
CID000008953,CID000019090,C0017152,gastric inflammation
CID000008953,CID003468412,C0522055,abnormal ECG
CID000008953,CID000147912,C0033774,itch
CID000008953,CID000036339,C0017152,gastric inflammation
CID000008953,CID000036811,C0011168,deglutition disorder
CID000008953,CID000074989,C0030193,Pain
CID000008953,CID006398525,C0004604,Back Ache
CID000004064,CID000004585,C0017160,gastroenteritis
CID000004064,CID000004927,C0004144,atelectasis
CID000004064,CID000004205,C0522055,abnormal ECG
CID000004064,CID000004691,C0038454,apoplexy
CID000004064,CID000005732,C0221706,road traffic accident
CID000004064,CID000004900,C0151611,abnormal EEG
CID000004064,CID000005073,C0022346,icterus
CID000002720,CID000003062,C0013362,dysarthria
CID000002720,CID003468412,C0004144,atelectasis
CID000002720,CID000004691,C0019284,diaphragmatic hernia
CID000002720,CID000003440,C0013221,drug toxicity NOS
CID000002720,CID000005771,C0006118,brain neoplasm
CID000002720,CID000003325,C0019284,diaphragmatic hernia
CID000002720,CID000004900,C0007642,cellulitis
CID000002720,CID000003075,C0043096,loss of weight
CID000002720,CID000003345,C0017152,gastric inflammation
CID000002720,CID000004173,C0043096,loss of weight
CID000002720,CID000062924,C0010692,Bladder inflammation
CID000002720,CID000003883,C0019284,diaphragmatic hernia
CID000002720,CID000003937,C0020443,elevated cholesterol
CID000002720,CID000003405,C0032227,Pleural Effusion
CID000002720,CID000004585,C0038454,apoplexy
CID000002720,CID000002771,C0038454,apoplexy
CID000002720,CID000004679,C0040034,thrombocytopenia
CID000002153,CID000005650,C0008325,cholecystitis
CID000002153,CID000005487,C0008325,cholecystitis
CID000002153,CID000002462,C0008325,cholecystitis
CID000002153,CID000005245,C0522055,abnormal ECG
CID000002153,CID000002656,C0004144,atelectasis
CID000002153,CID000004894,C0018099,gout
CID000002153,CID000003405,C0038454,apoplexy
CID000002153,CID000003676,C0043096,loss of weight
CID000002153,CID000005358,C0038454,apoplexy
CID000002153,CID000003780,C0002064,respiratory alkalosis
CID000002153,CID000003333,C0038454,apoplexy
CID000002153,CID000003339,C0017152,gastric inflammation
CID000002153,CID000002806,C0038454,apoplexy
CID000002153,CID000002803,C0038454,apoplexy
CID000002153,CID000002405,C0017152,gastric inflammation
CID000002153,CID000004889,C0026986,myelodysplasia
CID000002153,CID000004927,C0008325,cholecystitis
CID000002153,CID000002771,C0017152,gastric inflammation
CID000002153,CID000003345,C0017152,gastric inflammation
CID000002153,CID000003890,C0038454,apoplexy
CID000002153,CID000005073,C0085680,hypochloraemia
CID000002153,CID000002541,C0008325,cholecystitis
CID000002153,CID000003516,C0017152,gastric inflammation
CID000002153,CID000005732,C0008325,cholecystitis
CID000002153,CID000003410,C0011615,allergic dermatitis
CID000002153,CID000003062,C0162429,malnourished
CID000002153,CID000005512,C0017152,gastric inflammation
CID000002153,CID000003325,C0004601,back injury
CID000002153,CID000003827,C0015230,eruption
CID000002153,CID000004691,C0008325,cholecystitis
CID000002153,CID000004679,C0002064,respiratory alkalosis
CID000002153,CID000003440,C0038450,stridor
CID000002153,CID000005152,C0038454,apoplexy
CID000002153,CID000005544,C0017152,gastric inflammation
CID000002153,CID000002550,C0042384,angiitis
CID000002153,CID000027686,C0041834,erythema
CID000002153,CID000004205,C0038454,apoplexy
CID000002153,CID000003961,C0008325,cholecystitis
CID000002153,CID000004170,C0522055,abnormal ECG
CID000002153,CID000004900,C0041834,erythema
CID000002153,CID000003075,C0038454,apoplexy
CID000002153,CID000004510,C0699744,ear infection
CID000002153,CID000062924,C1527407,eosinophilic pneumonia
CID000002153,CID000003883,C0004601,back injury
CID000002153,CID000003658,C0497156,Adenopathy
CID000002153,CID000004666,C0015230,eruption
CID000002153,CID000003937,C0008325,cholecystitis
CID000002153,CID000004173,C0041834,erythema
CID000002153,CID000003749,C0038454,apoplexy
CID000002153,CID000170361,C0017152,gastric inflammation
CID000002153,CID000004585,C0008325,cholecystitis
CID000003345,CID000152945,C0004144,atelectasis
CID000003345,CID000004542,C0008031,chest pain
CID000003345,CID000004543,C0025637,methaemoglobinaemia
CID000003345,CID000004819,C0031099,periodontitis
CID000003345,CID000005650,C0017152,gastric inflammation
CID000003345,CID000003780,C0038454,apoplexy
CID000003345,CID000005245,C0497156,Adenopathy
CID000003345,CID000003954,C0008325,cholecystitis
CID000003345,CID000004425,C0026986,myelodysplasia
CID000003345,CID000005376,C0017152,gastric inflammation
CID000003345,CID000027991,C0008325,cholecystitis
CID000003345,CID000051263,C0013221,drug toxicity NOS
CID000003345,CID000004920,C0043096,loss of weight
CID000003345,CID000036339,C0497156,Adenopathy
CID000003345,CID000060612,C0151611,abnormal EEG
CID000003345,CID000071616,C0042384,angiitis
CID000003345,CID000005487,C0025637,methaemoglobinaemia
CID000003345,CID000062924,C0017152,gastric inflammation
CID000003345,CID000004536,C1260880,rhinorrhea
CID000003345,CID000147912,C0497156,Adenopathy
CID000003345,CID000003883,C0025637,methaemoglobinaemia
CID000003345,CID000005719,C0497156,Adenopathy
CID000003345,CID000004601,C0497156,Adenopathy
CID000003345,CID000003562,C0039231,heart rate increased
CID000003345,CID005493444,C0004144,atelectasis
CID000003345,CID000003961,C0008325,cholecystitis
