drug_1_name,drug_2_name,drug_1_SMILES,drug_2_SMILES,molecular_interaction,mechanism,evidence,severity
Methylphenidate,Etiracetam,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,CCC(C(=O)N)N1CCCC1=O,Hydrogen Bonding,Hydrogen bonding can occur between a hydrogen donor (such as -NH or -OH groups) and an acceptor (such as C=O or an aromatic ring with delocalized pi electrons).,"In SMILES 2, there is an amide group (C(=O)N) which includes a hydrogen donor (N-H) and a carbonyl group which can act as an acceptor. In SMILES 1, there is an ester carbonyl group (C(=O)) that can act as a hydrogen bond acceptor.","Moderate - While the potential for hydrogen bonding indicates a specific interaction, the strength and pharmacological impact would depend on the distance and orientation within the physiological environment."
Fentanyl,vincristine,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Steric clash,"A steric clash may occur when bulky groups from both molecules are located in close proximity and physically hinder one another, potentially affecting their binding and function.","SMILES 1 contains a bulky benzene ring (C3=CC=CC=C3) attached to a tertiary amine, and SMILES 2 contains multiple bulky structures, including fused rings and ester linkages, that create a dense and complex three-dimensional shape with several potential points of steric hindrance. The overlapping presence of multiple aromatic and saturated cyclic structures in close proximity is indicative of potential steric clashes when considered in the context of one another.","Moderate - The dense array of aromatic and cyclic groups in both SMILES may influence each other, leading to changes in their spatial conformation or affecting binding interactions with biological targets."
Furosemide,melphalan,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,Hydrogen Bonding,A hydrogen bond can form between the acidic hydrogen of the carboxylic acid group from the second SMILES and the sulfonamide group in the first SMILES.,"In SMILES 1, the sulfonamide group (S(=O)(=O)N) in proximity to an aromatic ring can act as a hydrogen bond acceptor. In SMILES 2, the carboxylic acid group (C(=O)O) can provide a hydrogen for donation.","Moderate - Hydrogen bonding can impact the pharmacokinetics or solubility profile of drugs, altering absorption or binding characteristics without entirely inhibiting function unless critical to the activity site."
Diazepam,Imatinib,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Hydrogen Bonding,"Hydrogen bonding can occur between a hydrogen bond donor (like an -NH or -OH group) and a hydrogen bond acceptor (such as a carbonyl (C=O), nitrile (C≡N), or a nitrogen atom in a ring).","In SMILES 1, the carbonyl group (C=O) within the pyrimidinone moiety could act as a hydrogen bond acceptor. In SMILES 2, the secondary amine (-NH-) within the compound, part of the aniline moiety, can donate a hydrogen atom for hydrogen bonding.","Moderate - Hydrogen bonding can affect binding affinity and solubility, possibly impacting pharmacokinetics without necessarily leading to toxic or highly adverse interactions."
Cetirizine,Moexipril,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,Hydrogen Bonding,A hydrogen bond may form between the carbonyl oxygen in the ester group of SMILES 1 and a proton in the amide group of SMILES 2.,"- The ester group in SMILES 1: O=C-O
- The proton donor in SMILES 2 is part of the amide group: N-H",Moderate - Hydrogen bonds can influence molecular binding and solubility but typically do not cause drastic pharmacological effects on their own.
Naproxen,Ondansetron,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Hydrogen bonding,"Hydrogen bonding can occur between a hydrogen attached to an electronegative atom (donor) and another electronegative atom with a lone pair of electrons (acceptor). In the provided SMILES, potential hydrogen bond donors and acceptors can lead to interactions between the two molecules.","In SMILES 1, the carboxylic acid group (C(=O)O) provides an oxygen that can serve as a hydrogen bond acceptor or donor. In SMILES 2, the carbonyl oxygen (C=O) and the nitrogen in the heterocyclic rings can also serve as hydrogen bond acceptors.",Moderate - Hydrogen bonding between these structural features can moderately affect pharmacological interactions by influencing binding affinity or solubility.
Amlodipine,Propofol,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC(C)C1=C(C(=CC=C1)C(C)C)O,Hydrogen bonding,A hydrogen bond donor (amine group) from the first SMILES string can interact with the hydrogen bond acceptor (hydroxyl group) from the second SMILES string.,"The first SMILES string includes a nitrogen atom in the amine group (COCCN), which can act as a hydrogen bond donor. The second SMILES string contains an -OH group (hydroxyl group) attached to the aromatic ring (C1=C(C(=CC=C1)O)), which is a potential hydrogen bond acceptor.","Moderate - Given that hydrogen bonds can significantly influence the pharmacology of interactions in the body, this interaction might moderately affect the binding or activity of these compounds when in close proximity."
Famotidine,Metolazone,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Hydrogen Bonding,"The first SMILES has an amine group (N=C(N)N) in the thiazole ring, which can act as a hydrogen bond donor. The second SMILES contains a sulfonamide group (S(=O)(=O)N) that could serve as a hydrogen bond acceptor.",The presence of NH groups in SMILES 1 and SO2N group in SMILES 2.,Moderate - This interaction could disrupt binding or modify the affinity of hydrogen bond donors/acceptors within a biological target's active site or binding pocket.
Lidocaine,Torasemide,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Hydrogen Bonding,"Hydrogen bonding can occur between hydrogen donors and acceptors. In the given SMILES, the secondary amine group (-NH-) in SMILES 1 and the sulfonamide group (S(=O)(=O)N-) in SMILES 2 provide potential for hydrogen bond formation.",SMILES 1 contains the amide group 'NC1' which has a hydrogen donor (NH). SMILES 2 contains sulfonamide group 'S(=O)(=O)N' which has oxygens that can act as hydrogen bond acceptors.,Moderate - Hydrogen bonds can influence the binding affinity or solubility of drugs without necessarily leading to strong pharmacological interactions.
Candesartan,Fenofibrate,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Pi-Pi Stacking,"Aromatic rings in close proximity can interact via π-π stacking, where the delocalized electrons in the pi orbitals of one aromatic ring interact with those in another, stabilizing their relative positions.","Both SMILES strings contain multiple aromatic rings. Specifically, SMILES 1 has multiple phenyl groups and heteroaromatic rings, such as C1=NC2 and C=C3, while SMILES 2 contains aromatic structures like C1=CC=C(C=C1) and C2=CC=C(C=C2)Cl.","Moderate - While π-π interactions can influence the binding affinity and orientation of molecules, the actual pharmacological impact depends on the specific physiological context, which is not specified here."
Gabapentin,Tramadol,C1CCC(CC1)(CC(=O)O)CN,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,Hydrogen Bonding,"Hydrogen bonds can form between hydrogen donors and acceptors. In these structures, the secondary amine in SMILES 1 (CN group) could donate a hydrogen atom to form a hydrogen bond with the hydroxyl group in SMILES 2.",The secondary amine group (-NH-) in SMILES 1 and the hydroxyl group (-OH) in SMILES 2 are capable of forming hydrogen bonds due to the presence of the electron lone pairs on the oxygen atom and the hydrogen attached to the nitrogen atom.,Moderate - Such hydrogen bonding can stabilize complexes but typically has moderate impact unless it significantly alters binding affinities or drug solubility.
Cetirizine,Temozolomide,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Hydrogen bonding,"Hydrogen bonds can form between hydrogen bond donors and acceptors. In SMILES 1, the carbamate group `C(=O)O` includes a carbonyl oxygen that can act as a hydrogen bond acceptor. In SMILES 2, the amide group `C(=O)N` includes a hydrogen on the nitrogen that can act as a hydrogen bond donor.","- SMILES 1 contains the sequence `C(=O)O` indicating a carbonyl group where the oxygen can act as a hydrogen bond acceptor.
- SMILES 2 contains the sequence `C(=O)N` which provides an NH where the hydrogen can act as a hydrogen bond donor.","Moderate - This type of interaction could impact drug-binding kinetics under physiological conditions, influencing pharmacodynamics and pharmacokinetics."
Diazepam,Ofloxacin,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Hydrogen Bonding Potential,Hydrogen bonding can occur when a hydrogen atom is covalently bonded to an electronegative atom (such as nitrogen or oxygen) and is in proximity to another electronegative atom with a lone pair of electrons.,"In SMILES 1, the carbonyl group (C=O) attached to the nitrogen atom in the structure has a potential hydrogen bond acceptor (the oxygen). In SMILES 2, the presence of multiple nitrogen atoms (like in the pyridine or piperazine structure) and carbonyl oxygen (C=O) can potentially act as hydrogen bond donors or acceptors under physiological conditions.","Moderate - Hydrogen bonding can influence binding affinity and drug bioavailability but is generally weaker than covalent interactions, unless it significantly alters conformation or activity."
Citalopram,Fenofibrate,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,π-π Stacking,"π-π stacking involves interactions between aromatic rings, which can stabilize bound orientations due to overlap of their respective π-electron clouds.","SMILES 1 contains an aromatic system represented by the phenyl ring ""C3=CC=C(C=C3)F"", and SMILES 2 has two aromatic systems represented by the phenyl rings ""C1=CC=C(C=C1)"" and ""C2=CC=C(C=C2)Cl"". These aromatic rings could engage in π-π stacking interactions.","Moderate - Such interactions may influence binding affinity or specificity in a pharmacological context, depending on the precise orientation and environment of the molecules in a biological setting."
Zolpidem,Bimatoprost,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,Hydrogen Bonding,"Hydrogen bonding can occur between hydrogen bond donors and acceptors. In these SMILES, the carbonyl oxygen from SMILES 1 can serve as a hydrogen bond acceptor, while the hydroxyl groups in SMILES 2 can act as hydrogen bond donors.","The carbonyl group in SMILES 1 is represented by ""CC(=O)N"", providing an oxygen atom that can act as a hydrogen bond acceptor. SMILES 2 contains ""C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O"", representing hydroxyl groups that can donate hydrogen.","Moderate - Hydrogen bonds can significantly influence pharmacokinetic and pharmacodynamic properties, such as solubility and receptor binding."
Ketoprofen,oxybutynin,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,Hydrogen Bonding,"The carboxylic acid group in SMILES 1 can act as a hydrogen bond donor through its hydroxyl (OH) group, while an ester oxygen in SMILES 2 can act as a hydrogen bond acceptor.","In SMILES 1, the presence of ""C(=O)O"" indicates a carboxylic acid group capable of donating a hydrogen bond. In SMILES 2, the segment ""COC(=O)"" suggests an ester oxygen which could accept a hydrogen bond from the hydroxyl group.","Moderate - This interaction could slightly alter the solubility or binding affinity of the drugs under certain circumstances, potentially affecting pharmacokinetics or dynamics."
Gabapentin,Terazosin,C1CCC(CC1)(CC(=O)O)CN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,Hydrogen Bonding,The presence of hydrogen bond donors and acceptors in the molecular structures can lead to possible hydrogen bonding interactions between these two compounds under physiological conditions.,"- SMILES 1 has a carboxylic acid group (CC(=O)O) which can serve as a hydrogen bond donor (OH) and an acceptor (C=O).
- SMILES 2 contains multiple nitrogen atoms with lone pairs (such as in the pyrazine ring and the tertiary amine N3CCN) and carbonyl groups which can act as hydrogen bond acceptors.","Moderate - Hydrogen bonding can impact solubility and interaction with biomolecules, potentially influencing the bioavailability or binding profile of the drugs."
Risedronic acid,Amiloride,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,Hydrogen Bonding,"The second SMILES string contains numerous amine and amide functional groups capable of donating and accepting hydrogen bonds. The first SMILES string contains hydroxyl and phosphate groups, which can also participate in hydrogen bonding.","- SMILES 1: ""CC(O)"" indicates a hydroxyl group, and ""P(=O)(O)O"" indicates phosphate groups with oxygen atoms capable of hydrogen bond interactions.
- SMILES 2: ""C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N"" contains numerous nitrogen atoms in amine and imine groups (""N"") and oxygen in the amide group (""C(=O)"").","Moderate - The ability of these groups to form hydrogen bonds can affect solubility and bioavailability, potentially influencing drug activity or stability under physiological conditions."
Citalopram,Fluphenazine,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Hydrogen Bonding,A hydrogen bond could potentially form between an electronegative atom (oxygen from an alcohol or amine group) and an available hydrogen donor present in these molecules.,"- In SMILES 1, there is an alcohol group represented by the 'CO1' segment, indicating the presence of an oxygen atom in a ring structure that can potentially engage in hydrogen bonding.
- In SMILES 2, the presence of a tertiary amine 'N(CCN1CCCN)' suggests there are available hydrogens that may donate to the oxygen atom observed in SMILES 1.","Moderate - The presence of potential hydrogen bonding could influence drug solubility or stability and alter pharmacological activity, but the interaction isn't overly strong compared to other non-covalent interactions."
Telmisartan,Cinacalcet,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,Pi-Pi Stacking Interaction,Pi-pi stacking interactions occur between aromatic rings due to the electron cloud delocalization of the ring systems. This leads to attractive forces that stabilize the interaction.,"- SMILES 1 contains phenyl rings within ""CC3=CC=C(C=C3)"" and ""C4=CC=CC=C4"".
- SMILES 2 contains phenyl rings within ""C1=CC=CC2=CC=CC=C21"".","Moderate - While pi-pi stacking can influence the physical properties and binding affinity, its impact on pharmacological action is generally less pronounced compared to other stronger interactions like hydrogen bonding. However, the interaction could influence drug alignment or orientation in a multi-binding site scenario."
Fluorouracil,mitomycin C,C1=C(C(=O)NC(=O)N1)F,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Hydrogen Bond (Donor-Acceptor),"The first drug (SMILES 1) contains an amide group with a carbonyl oxygen that can act as a hydrogen bond acceptor. The second drug (SMILES 2) features a secondary amine within its bicyclic structure, which can act as a hydrogen bond donor.","In SMILES 1, the carbonyl group is noted by ""NC(=O)"" in the amide. In SMILES 2, the bicyclic structure including ""N3"" in the secondary amine can donate a hydrogen for hydrogen bonding.","Moderate - This interaction could influence how the drugs affect each other's solubility, stability, or interaction with biological targets, potentially altering pharmacological effects."
